,language,question_id,question_name,question_text,instruction,question_type,question_category,option_id,question_choice
739,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33773814.0,Xox
740,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33729273.0,Telecom personal
741,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33780177.0,Don't know
742,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33761088.0,Une
743,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33754725.0,Uff!
744,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33631776.0,Etb
745,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33709178.0,Sky Brazil
746,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33767451.0,Unefon
747,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33619050.0,Docomo
748,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,33748362.0,Tune Talk
750,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,39709764.0,28
751,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,65265689.0,Z-mobile
752,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,65279991.0,D3
753,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,67414285.0,BH Telecom
754,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,67429712.0,HT ERONET
755,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,72133425.0,Elisa Saunalahti
756,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,72138896.0,Moi Mobiili
757,english,PQ_202891,Which mobile operator/network do you use for personal purposes?,Which mobile operator/network do you use for personal purposes?,,1,5,72148364.0,Globetel
758,english,PQ_202892,What type of mobile phone plan do you have?,What type of mobile phone plan do you have?,,1,5,2900805.0,Prepaid
759,english,PQ_202892,What type of mobile phone plan do you have?,What type of mobile phone plan do you have?,,1,5,2900806.0,Contract
760,english,PQ_202892,What type of mobile phone plan do you have?,What type of mobile phone plan do you have?,,1,5,2900807.0,None
761,english,PQ_202892,What type of mobile phone plan do you have?,What type of mobile phone plan do you have?,,1,5,2900808.0,Prefer not to say
762,english,PQ_202893,Do you use a smartphone for personal purposes?,Do you use a smartphone for personal purposes?,,1,5,2900809.0,Yes
763,english,PQ_202893,Do you use a smartphone for personal purposes?,Do you use a smartphone for personal purposes?,,1,5,2900810.0,No
764,english,PQ_202893,Do you use a smartphone for personal purposes?,Do you use a smartphone for personal purposes?,,1,5,2900811.0,Prefer not to say
820,english,PQ_202896,What kind of internet connection(s) do you use at home?,What kind of internet connection(s) do you use at home?,,1,5,2900842.0,Modem/Dial-up
821,english,PQ_202896,What kind of internet connection(s) do you use at home?,What kind of internet connection(s) do you use at home?,,1,5,2900843.0,Fixed Internet Connection
822,english,PQ_202896,What kind of internet connection(s) do you use at home?,What kind of internet connection(s) do you use at home?,,1,5,2900844.0,Mobile internet connection
823,english,PQ_202896,What kind of internet connection(s) do you use at home?,What kind of internet connection(s) do you use at home?,,1,5,2900845.0,I have no internet connection at home
824,english,PQ_202896,What kind of internet connection(s) do you use at home?,What kind of internet connection(s) do you use at home?,,1,5,2900846.0,Prefer not to say
826,english,PQ_202896,What kind of internet connection(s) do you use at home?,What kind of internet connection(s) do you use at home?,,1,5,33237831.0,Other type of broadband connection
827,english,PQ_202896,What kind of internet connection(s) do you use at home?,What kind of internet connection(s) do you use at home?,,1,5,33246638.0,I do not know
832,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169119.0,Amazon Echo
833,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169120.0,Apple HomePod
834,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169121.0,Google Home
835,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169122.0,Sonos One
836,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,79809321.0,Facebook Portal
837,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,79810895.0,Bose 300/500
838,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169123.0,Other
839,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169124.0,I don’t own any but I plan to buy one
840,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169125.0,I don’t own any smart speaker
841,english,PQ_1834877,Which of following smart speakers do you own?,Which of following smart speakers do you own?,,2,5,72169126.0,Prefer not to say
842,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585729.0,TV
843,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585723.0,Projector
844,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585720.0,PC
845,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585725.0,Smartphone
846,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585728.0,Tablet
847,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585719.0,Home theater system/Home Audio system
848,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585726.0,Soundbar
849,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585716.0,DVD /Blue-ray Player
850,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585727.0,Streaming Box/Stick
851,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585715.0,CATV/Satellite STB
852,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585718.0,Hi-Fi audio system
853,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585732.0,Wi-Fi speaker
854,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585713.0,Bluetooth Speaker
855,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585733.0,Voice assistant speaker
856,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585730.0,Wearable speaker
857,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585722.0,Portable music player
858,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585717.0,Headphones/earbuds
861,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585724.0,Smart watch
862,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585714.0,Car Audio
863,english,PQ_2019866,Which of the following electronic devices did you purchase within three years?,Which of the following electronic devices did you purchase within three years?,,2,5,80585734.0,None of these
864,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727148.0,African / African American
865,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727149.0,African / Afro-Carribean
866,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727150.0,Asian
867,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727151.0,Caucasian / White
868,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727152.0,Chinese
869,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727153.0,Indian
870,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727154.0,Indigenous Peoples
871,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727155.0,Malay
872,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727156.0,Mediterranean
873,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727157.0,Middle Eastern
874,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727158.0,Mixed race
875,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727159.0,Other
876,english,PQ_1056003,How would you define your ethnicity?,How would you define your ethnicity?,,1,16,37727160.0,Prefer not to answer
877,english,PQ_202873,Do you consider yourself the primary grocery shopper in your household?,Do you consider yourself the primary grocery shopper in your household?,,1,6,2900542.0,Yes
878,english,PQ_202873,Do you consider yourself the primary grocery shopper in your household?,Do you consider yourself the primary grocery shopper in your household?,,1,6,2900543.0,I participate equally in grocery purchase decision
879,english,PQ_202873,Do you consider yourself the primary grocery shopper in your household?,Do you consider yourself the primary grocery shopper in your household?,,1,6,2900544.0,No
880,english,PQ_202873,Do you consider yourself the primary grocery shopper in your household?,Do you consider yourself the primary grocery shopper in your household?,,1,6,2900545.0,Prefer not to say
881,english,PQ_202874,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,,1,6,2900546.0,I don't eat at fast food restaurants
882,english,PQ_202874,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,,1,6,2900547.0,Less than once per week
883,english,PQ_202874,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,,1,6,2900548.0,One to three times per week
884,english,PQ_202874,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,,1,6,2900549.0,Four to six times per week
885,english,PQ_202874,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,,1,6,2900550.0,Seven to nine times per week
886,english,PQ_202874,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,,1,6,2900551.0,Ten times or more per week
887,english,PQ_202874,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,How often do you eat fast food (any quick service restaurant) in any given week (on average)?,,1,6,2900552.0,Prefer not to say
940,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900563.0,Coffee
941,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900571.0,Domestic beer
942,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900564.0,Tea
943,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900572.0,Imported beer
944,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900573.0,Red wine
945,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900566.0,Diet soda
946,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900574.0,White wine
947,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900575.0,Rosé wine
948,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900577.0,Champagne
949,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,3832397.0,Scotch
950,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900578.0,Sparkling wine
951,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900576.0,Dessert Wine
952,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900579.0,Vodka
953,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900580.0,Rum
954,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900581.0,Whiskey/Scotch/Bourbon
955,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900586.0,Port/Fortified Wine
956,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900582.0,Cognac
957,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900583.0,Gin
958,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900584.0,Tequila
959,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900585.0,Brandy
960,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900587.0,Cider
964,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900565.0,Regular soda
965,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900567.0,Energy drinks
966,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900568.0,Bottled water still
967,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900569.0,Bottled water sparkling
968,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900570.0,Juice
969,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,4782391.0,Milk
970,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,13195204.0,Non-alcoholic beer
971,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,31043648.0,Sports drinks
972,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,33067095.0,Tonic water
973,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900591.0,None of these
974,english,PQ_202876,Which of the following beverages do you regularly consume?,Which of the following beverages do you regularly consume?,,2,6,2900592.0,Prefer not to say
983,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628743.0,Oats
984,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628742.0,Muesli
985,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628744.0,Green tea
986,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628745.0,Brown bread
987,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628746.0,White bread
988,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628747.0,Biscuits
991,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628750.0,Packaged juices
992,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628751.0,I don’t consume any of these
993,english,PQ_569534,Do you consume any of the following?,Do you consume any of the following?,,2,6,16628752.0,Prefer not to say
994,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901358.0,I don't have any illnesses/conditions
995,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901359.0,Acne
996,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901360.0,ADD/ADHD
997,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901361.0,Allergies (not associated with Hay Fever)
998,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901362.0,Anemia
999,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901364.0,Anxiety
1000,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901365.0,Arrhythmia/Atrial Fibrillation
1001,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901366.0,Arthritis
1002,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901367.0,Asthma
1003,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901368.0,Back Pain
1004,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901369.0,Bipolar Disorder
1005,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901370.0,Blood Disorders (non Cancerous)
1006,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901371.0,Bronchitis
1007,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901372.0,Cancer
1008,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901373.0,Cardiovascular disease
1009,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901374.0,Carpal Tunnel Syndrome
1010,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901375.0,Chronic Fatigue Syndrome
1011,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901376.0,Chronic Kidney Disease
1012,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901377.0,Chronic Lymphocytic Leukemia
1013,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901378.0,COPD
1014,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901379.0,Cirrhosis
1015,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901380.0,Colitis
1016,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901381.0,Constipation
1017,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901382.0,Crohn's Disease
1018,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901383.0,Cystic Fibrosis
1019,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901384.0,Dental Problems
1020,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901385.0,Depression
1021,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901386.0,Diabetes
1022,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901387.0,Diarrhea/Diarrhoea
1023,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901388.0,Eczema
1024,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901389.0,Emphysema
1025,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901363.0,Unstable Angina
1026,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901390.0,Endometriosis
1027,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901391.0,Epilepsy
1028,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901392.0,Erectile Dysfunction (ED)
1029,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901393.0,Fibromyalgia
1030,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901394.0,Food Intolerances
1031,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901395.0,Gastro Esophageal Reflux (GERD)
1032,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901396.0,Gastroenteritis
1033,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,32122059.0,Hyperopia
1034,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901397.0,Gout
1035,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,32122081.0,Myopia
1036,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901398.0,Hemophilia
1037,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,32121993.0,Astigmatism
1038,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901399.0,Hemorrhoids
1039,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,32122103.0,Presbyopia
1040,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901400.0,Hay Fever
1041,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,32122015.0,Cataracts
1042,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901401.0,Heart Conditions (not heart failure)
1043,english,PQ_202921,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,Have you been diagnosed with any of the following illnesses/conditions? Note that the information will be kept in strictest confidence.,,2,7,2901402.0,Heart Failure
